sample_id,filepath,clean_caption,perturbation_type,model,raw_output,category
309467,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000309467.jpg,two people on skis,VCD Diffusion Noise,LLaVA,"The image features two people standing on a snowy surface. They are positioned close to each other, with one person on the left side and the other on the right side of the frame. The scene appears to be a winter sports setting, possibly",Other/Irrelevant Description
190841,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000190841.jpg,a skateboarder jumping over a ramp,VCD Diffusion Noise,BLIP-2,A skateboarder is doing a trick on a ramp,Other/Irrelevant Description
190841,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000190841.jpg,a skateboarder jumping over a ramp,VCD Diffusion Noise,LLaVA,"The image features a skateboarder performing a trick on a skateboard. The skateboarder is captured in mid-air, showcasing their skill and agility. The scene is set in a park, with a bench",Other/Irrelevant Description
572678,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000572678.jpg,a room with a table and chairs,VCD Diffusion Noise,BLIP-2,The image is a photograph of a room in a house,Other/Irrelevant Description
572678,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000572678.jpg,a room with a table and chairs,VCD Diffusion Noise,LLaVA,"The image is a close-up of a room with a focus on a chair and a dining table. The chair is positioned near the center of the room, while the dining table is located towards the right side of the room. The",Other/Irrelevant Description
203488,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000203488.jpg,a parking meter and a tree,VCD Diffusion Noise,BLIP-2,A parking meter,Ignored Perturbation
203488,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000203488.jpg,a parking meter and a tree,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a street scene. The main focus is on a parking meter, which is located on the side of the street. There is a red building in the background, adding to the urban atmosphere.",Other/Irrelevant Description
577735,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000577735.jpg,a vase of flowers,VCD Diffusion Noise,BLIP-2,A vase of flowers,Ignored Perturbation
577735,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000577735.jpg,a vase of flowers,VCD Diffusion Noise,LLaVA,"The image features a vase filled with white flowers, placed on a table. The vase is situated in the center of the scene, and the flowers are spread out, creating a visually appealing arrangement. The table appears to be a d",Other/Irrelevant Description
200421,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000200421.jpg,a boy holding a tennis racket,VCD Diffusion Noise,BLIP-2,a boy wearing a birthday hat,Other/Irrelevant Description
200421,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000200421.jpg,a boy holding a tennis racket,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a young boy wearing a birthday hat. He is sitting in a car, possibly a limousine, and appears to be enjoying the celebration. The boy is the main focus",Other/Irrelevant Description
18380,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000018380.jpg,a family sitting around a table with food,VCD Diffusion Noise,BLIP-2,This is a group of people sitting at a table eating dinner,Other/Irrelevant Description
18380,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000018380.jpg,a family sitting around a table with food,VCD Diffusion Noise,LLaVA,"The image is a colorful collage of people sitting around a dining table. There are at least 13 people in the scene, with some sitting closer to the table and others further away. The table is filled with various dishes,",Other/Irrelevant Description
79031,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000079031.jpg,a surfer,VCD Diffusion Noise,BLIP-2,A man is surfing on a wave,Other/Irrelevant Description
79031,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000079031.jpg,a surfer,VCD Diffusion Noise,LLaVA,"The image features a man wearing a white shirt, standing on a surfboard in the ocean. He appears to be enjoying his time on the water, possibly preparing to catch a wave. The man is the main focus of the",Other/Irrelevant Description
126216,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000126216.jpg,a group of elephants in a field,VCD Diffusion Noise,BLIP-2,The image is of a herd of elephants in a forest,Other/Irrelevant Description
126216,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000126216.jpg,a group of elephants in a field,VCD Diffusion Noise,LLaVA,"The image features a lush green forest with a mix of trees and grass. The trees are scattered throughout the scene, with some closer to the foreground and others further back. The forest appears to be a mix of open and wooded areas,",Other/Irrelevant Description
167159,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000167159.jpg,a doll laying on a bed,VCD Diffusion Noise,BLIP-2,a baby in a crib,Other/Irrelevant Description
167159,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000167159.jpg,a doll laying on a bed,VCD Diffusion Noise,LLaVA,"The image is a close-up of a person's face, with a focus on their eyes. The face is surrounded by a colorful, abstract background, which adds a vibrant and artistic touch to the scene. The person'",Other/Irrelevant Description
140076,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000140076.jpg,a dining room table and chairs,VCD Diffusion Noise,BLIP-2,A dining room table with chairs and a painting on the wall,Ignored Perturbation
140076,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000140076.jpg,a dining room table and chairs,VCD Diffusion Noise,LLaVA,"The image is a colorful, abstract painting of a room with a couch and a chair. The room appears to be a living room or a dining area. The couch is placed in the middle of the room, while the chair is",Other/Irrelevant Description
513567,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000513567.jpg,two women eating hot dogs,VCD Diffusion Noise,BLIP-2,Two women eating hot dogs,Ignored Perturbation
513567,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000513567.jpg,two women eating hot dogs,VCD Diffusion Noise,LLaVA,"The image features two women standing next to each other, both holding hot dogs. They are smiling and enjoying their meal together. The women are positioned in the center of the image, with one woman on the left and the other on",Other/Irrelevant Description
319534,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000319534.jpg,a man standing on a bus,VCD Diffusion Noise,BLIP-2,A man is standing in front of a bus,Ignored Perturbation
319534,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000319534.jpg,a man standing on a bus,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a man standing in a bus. The man appears to be looking out the window, possibly enjoying the view or waiting for someone. The bus is filled with passengers, and the man is standing",Ignored Perturbation
393569,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000393569.jpg,a bathroom with a woman sitting on a bed,VCD Diffusion Noise,BLIP-2,"This image is of a bathroom with a toilet, sink, and a shower",Other/Irrelevant Description
393569,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000393569.jpg,a bathroom with a woman sitting on a bed,VCD Diffusion Noise,LLaVA,"The image is a blurry photo of a person standing in a room. The person appears to be looking out a window, possibly observing the outside environment. The room has a wooden design, and there is a chair located in the background.",Acknowledged Perturbation
16249,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000016249.jpg,a man sitting on a bench,VCD Diffusion Noise,BLIP-2,This image is a group of people sitting on a bench,Other/Irrelevant Description
16249,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000016249.jpg,a man sitting on a bench,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a man standing in front of a large speaker. The man appears to be the main focus of the photo, with the speaker and other people in the background. The scene is set in a",Acknowledged Perturbation
501368,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000501368.jpg,a woman with her hair in a towel,VCD Diffusion Noise,BLIP-2,a woman with her hair pulled back and her head tilted to the side,Other/Irrelevant Description
501368,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000501368.jpg,a woman with her hair in a towel,VCD Diffusion Noise,LLaVA,"The image is a close-up of a person's face, with a focus on their hair. The person's hair is long and appears to be in a ponytail. The image is blurry, giving it a slightly dist",Acknowledged Perturbation
344888,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000344888.jpg,two horses standing in a field,VCD Diffusion Noise,BLIP-2,A horse and a cow in a field,Other/Irrelevant Description
344888,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000344888.jpg,two horses standing in a field,VCD Diffusion Noise,LLaVA,"The image features a lush green field with a fence running through it. There are two horses standing in the field, one closer to the left side and the other towards the right side. The horses appear to be grazing on the grass,",Ignored Perturbation
370478,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000370478.jpg,a room with a laptop and a suitcase,VCD Diffusion Noise,BLIP-2,"The image is a photograph of a room with a desk, a chair, a table, and a chair",Other/Irrelevant Description
370478,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000370478.jpg,a room with a laptop and a suitcase,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a room with various items scattered around. There is a chair in the room, and a suitcase is placed on the floor. A person can be seen in the room, possibly standing near",Acknowledged Perturbation
78032,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000078032.jpg,a park with a bench and a fence,VCD Diffusion Noise,BLIP-2,A park bench,Ignored Perturbation
78032,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000078032.jpg,a park with a bench and a fence,VCD Diffusion Noise,LLaVA,"The image features a large building with a roller coaster ride on top of it. The roller coaster is visible in the top part of the building, and it appears to be a popular attraction.

There are several people in",Other/Irrelevant Description
356531,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000356531.jpg,a woman sitting at a table with a plate of food,VCD Diffusion Noise,BLIP-2,A woman is sitting at a table with a plate of food,Ignored Perturbation
356531,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000356531.jpg,a woman sitting at a table with a plate of food,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a woman smiling. She is wearing a white shirt and appears to be enjoying her time. The woman is the main focus of the image, and her smile is the central element",Other/Irrelevant Description
353051,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000353051.jpg,a woman with a green wig and red boots,VCD Diffusion Noise,BLIP-2,A person is feeding a horse,Other/Irrelevant Description
353051,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000353051.jpg,a woman with a green wig and red boots,VCD Diffusion Noise,LLaVA,"The image features a man and a horse standing next to each other in a grassy field. The man is wearing a blue hat and appears to be the main focus of the scene. The horse is positioned to the right of the man,",Other/Irrelevant Description
80273,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000080273.jpg,a person on a snowboard,VCD Diffusion Noise,BLIP-2,A snowboarder is riding down a slope,Other/Irrelevant Description
80273,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000080273.jpg,a person on a snowboard,VCD Diffusion Noise,LLaVA,"The image features a person wearing a snow suit and a helmet, standing on a snowboard. The person appears to be the main focus of the scene, with the snowboard placed beneath their feet. The snowboarder is likely enjoying",Other/Irrelevant Description
185802,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000185802.jpg,a banana sitting on a beach chair,VCD Diffusion Noise,BLIP-2,A banana in a room with a window,Other/Irrelevant Description
185802,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000185802.jpg,a banana sitting on a beach chair,VCD Diffusion Noise,LLaVA,"The image features a large, colorful, and somewhat blurry dog standing on a sidewalk. The dog appears to be looking at something, possibly a cat, as it is positioned near a cat. The scene takes place in front of",Acknowledged Perturbation
407614,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000407614.jpg,a kitchen with red arrows pointing to various items,VCD Diffusion Noise,BLIP-2,This is a kitchen with a refrigerator and a stove,Other/Irrelevant Description
407614,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000407614.jpg,a kitchen with red arrows pointing to various items,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a room with a doorway. The room appears to be a kitchen, as there is a refrigerator and a sink visible in the scene. The refrigerator is located on",Other/Irrelevant Description
410456,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000410456.jpg,people on a beach with a bunch of red boxes around them,VCD Diffusion Noise,BLIP-2,A group of people on a beach,Other/Irrelevant Description
410456,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000410456.jpg,people on a beach with a bunch of red boxes around them,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a group of people walking on a beach. There are at least five people visible in the scene, with some of them carrying backpacks. The people are spread out across the beach, with",Other/Irrelevant Description
457262,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000457262.jpg,a banana with a coin next to it,VCD Diffusion Noise,BLIP-2,a small coin is sitting on a table next to a large piece of fruit,Other/Irrelevant Description
457262,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000457262.jpg,a banana with a coin next to it,VCD Diffusion Noise,LLaVA,"The image features a close-up of a dime, which is a small coin, placed next to a larger coin. The larger coin appears to be a piece of food, possibly a piece of bread or a sandwich. The dime is",Other/Irrelevant Description
472046,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000472046.jpg,a kitchen with a dining area and a living room,VCD Diffusion Noise,BLIP-2,The image is a kitchen with a dining table and chairs in the foreground and a view of the ocean in the background,Other/Irrelevant Description
472046,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000472046.jpg,a kitchen with a dining area and a living room,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a room with a large window. The room appears to be a kitchen or a dining area, as there is a dining table and a chair in the scene. The table is located towards",Other/Irrelevant Description
453302,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000453302.jpg,a kitchen,VCD Diffusion Noise,BLIP-2,"A kitchen with a refrigerator, microwave, and a stove",Other/Irrelevant Description
453302,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000453302.jpg,a kitchen,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a kitchen. The kitchen features a sink, a refrigerator, and a microwave. There is also a dining table in the room. The overall atmosphere of the kitchen is",Ignored Perturbation
238410,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000238410.jpg,people sitting around a table with red lines,VCD Diffusion Noise,BLIP-2,"The image is a group of people sitting in a park, with a red grid over them",Other/Irrelevant Description
238410,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000238410.jpg,people sitting around a table with red lines,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a group of people sitting around a dining table. There are at least nine people visible in the scene, with some sitting closer to the table and others further away. The table is surrounded by",Other/Irrelevant Description
78420,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000078420.jpg,a cat laying on a couch next to a laptop,VCD Diffusion Noise,BLIP-2,A cat is sitting on a laptop,Other/Irrelevant Description
78420,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000078420.jpg,a cat laying on a couch next to a laptop,VCD Diffusion Noise,LLaVA,"The image features a laptop computer sitting on a desk. The laptop is open and ready for use. The desk appears to be a dining table, and there is a cell phone placed next to the laptop. The scene is captured in a",Other/Irrelevant Description
432468,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000432468.jpg,a cat laying on top of a suitcase,VCD Diffusion Noise,BLIP-2,A man is sitting on a chair in a room,Other/Irrelevant Description
432468,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000432468.jpg,a cat laying on top of a suitcase,VCD Diffusion Noise,LLaVA,"The image is a close-up of a dog's face, with a focus on its eyes. The dog appears to be looking at the camera, and its eyes are the main point of interest in the photo. The rest of the dog'",Other/Irrelevant Description
301867,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000301867.jpg,three women,VCD Diffusion Noise,BLIP-2,A group of women are standing on a sidewalk,Other/Irrelevant Description
301867,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000301867.jpg,three women,VCD Diffusion Noise,LLaVA,"The image is a collage of several people standing outside, possibly in a beach setting. They are all holding umbrellas, with some of them also carrying handbags. The people are scattered throughout the scene, with some standing closer to",Other/Irrelevant Description
26564,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000026564.jpg,a computer desk,VCD Diffusion Noise,BLIP-2,"A computer desk with a computer monitor, a keyboard, and a mouse",Ignored Perturbation
26564,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000026564.jpg,a computer desk,VCD Diffusion Noise,LLaVA,"The image is a close-up of a computer desk with a desktop computer and a monitor on it. The monitor is positioned towards the center of the desk, while the keyboard is located towards the left side. A mouse can be seen",Other/Irrelevant Description
109976,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000109976.jpg,a kitchen with a microwave oven and a stove,VCD Diffusion Noise,BLIP-2,"This is a kitchen with a stove, refrigerator, microwave, and a sink",Ignored Perturbation
109976,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000109976.jpg,a kitchen with a microwave oven and a stove,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a building. The building appears to be a mix of old and new architecture, with a combination of red and white colors. The photo is somewhat distorted, making it difficult to discern",Acknowledged Perturbation
235064,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000235064.jpg,a bear,VCD Diffusion Noise,BLIP-2,A bear is walking on a rock wall,Other/Irrelevant Description
235064,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000235064.jpg,a bear,VCD Diffusion Noise,LLaVA,"The image features a large brown bear standing in a forest. The bear is positioned in the center of the scene, surrounded by trees. The bear appears to be walking through the woods, possibly exploring its surroundings. The forest is l",Other/Irrelevant Description
399296,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000399296.jpg,a grill with a red box around it,VCD Diffusion Noise,BLIP-2,the image is a photograph of a person in a chair with a red square in the corner,Other/Irrelevant Description
399296,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000399296.jpg,a grill with a red box around it,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a person standing in front of a fireplace. The person appears to be wearing a hat, and there is a chair located near the person. The fireplace is surrounded by a few ch",Other/Irrelevant Description
562443,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000562443.jpg,two zebras,VCD Diffusion Noise,BLIP-2,A zebra eating grass,Other/Irrelevant Description
562443,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000562443.jpg,two zebras,VCD Diffusion Noise,LLaVA,"The image features a group of zebras standing in a grassy field. There are three zebras in total, with one being larger than the other two. The zebras are positioned in a way that they are facing the camera",Ignored Perturbation
512657,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000512657.jpg,a woman playing a video game,VCD Diffusion Noise,BLIP-2,The image is a woman in a room with a man standing in front of her,Other/Irrelevant Description
512657,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000512657.jpg,a woman playing a video game,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a man and a woman standing next to each other. The man is on the left side of the image, while the woman is on the right side. They appear to be in a room with",Other/Irrelevant Description
393014,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000393014.jpg,a sandwich in a store,VCD Diffusion Noise,BLIP-2,A man is eating a sandwich in a restaurant,Other/Irrelevant Description
393014,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000393014.jpg,a sandwich in a store,VCD Diffusion Noise,LLaVA,"The image is a close-up of a sandwich on a table. The sandwich is placed on a white plate, which is sitting on a dining table. The table occupies most of the image, with the sandwich being the main",Other/Irrelevant Description
162366,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000162366.jpg,a parking meter with a red line through it,VCD Diffusion Noise,BLIP-2,A brick wall with a parking meter,Other/Irrelevant Description
162366,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000162366.jpg,a parking meter with a red line through it,VCD Diffusion Noise,LLaVA,"The image features a brick wall with a parking meter attached to it. The parking meter is located on the right side of the wall. The scene is captured in a blurry, pixelated style, giving it a slightly distorted appearance",Acknowledged Perturbation
284106,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000284106.jpg,a meal,VCD Diffusion Noise,BLIP-2,A meal on a tray,Ignored Perturbation
284106,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000284106.jpg,a meal,VCD Diffusion Noise,LLaVA,"The image features a dining table with a white tray containing a meal. The tray is filled with food, and there are two bowls placed on the table. One bowl is located near the center of the table, while the",Other/Irrelevant Description
546556,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000546556.jpg,a field with sheep in it,VCD Diffusion Noise,BLIP-2,A herd of sheep in a field,Ignored Perturbation
546556,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000546556.jpg,a field with sheep in it,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a field with trees in the background. The field is filled with a variety of animals, including several cows and a horse. The animals are scattered throughout the field, with some closer to the",Other/Irrelevant Description
295809,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000295809.jpg,a street with a bike lane and a red line,VCD Diffusion Noise,BLIP-2,A bicycle lane painted on the road,Other/Irrelevant Description
295809,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000295809.jpg,a street with a bike lane and a red line,VCD Diffusion Noise,LLaVA,"The image features a street with a bicycle symbol painted on the road. The bicycle symbol is prominently displayed in the middle of the street, making it a focal point. 

There are several cars parked or",Other/Irrelevant Description
451150,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000451150.jpg,a box of donuts,VCD Diffusion Noise,BLIP-2,A box of donuts,Ignored Perturbation
451150,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000451150.jpg,a box of donuts,VCD Diffusion Noise,LLaVA,"The image features a close-up of various donuts, showcasing their different shapes and sizes. There are a total of 12 donuts in the picture, with some placed closer to the foreground and others further back. The don",Other/Irrelevant Description
192904,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000192904.jpg,"a tray with coffee, doughnuts and a cup of coffee",VCD Diffusion Noise,BLIP-2,this is a picture of a person in a bathtub,Other/Irrelevant Description
192904,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000192904.jpg,"a tray with coffee, doughnuts and a cup of coffee",VCD Diffusion Noise,LLaVA,"The image is a close-up of a dining table with various food items on it. There are three cakes placed on the table, with one in the center and the other two on the right side. A bowl is also present on",Other/Irrelevant Description
531135,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000531135.jpg,a baseball game,VCD Diffusion Noise,BLIP-2,A baseball game,Ignored Perturbation
531135,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000531135.jpg,a baseball game,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a baseball field. The field is filled with various objects, including a baseball glove, a baseball bat, and a sports ball. There are also several chairs scattered around the field,",Acknowledged Perturbation
453341,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000453341.jpg,"a living room with a couch, a tv, and a mirror",VCD Diffusion Noise,BLIP-2,This is a picture of a room in a house. The room is dark and has a fireplace. There are pictures on the wall. The room is in a house. The room is in a house. The room is in a house. The room,Other/Irrelevant Description
453341,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000453341.jpg,"a living room with a couch, a tv, and a mirror",VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a room with a large number of pictures on the walls. The room appears to be a gallery or a museum, showcasing various artworks. There are at least 13 pictures on",Other/Irrelevant Description
276285,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000276285.jpg,a table with food on it,VCD Diffusion Noise,BLIP-2,A table with a pizza on it,Other/Irrelevant Description
276285,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000276285.jpg,a table with food on it,VCD Diffusion Noise,LLaVA,"The image is a colorful collage of various food items, including pizza and pasta. The pizza is displayed in different sections of the collage, with some slices placed in the center and others scattered around the edges. The past",Other/Irrelevant Description
109313,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000109313.jpg,a man playing a video game,VCD Diffusion Noise,BLIP-2,A man is standing in a room,Other/Irrelevant Description
109313,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000109313.jpg,a man playing a video game,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a man standing in a room. The man is wearing a green shirt and appears to be the main focus of the scene. The room is filled with various items, including a chair,",Other/Irrelevant Description
496854,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000496854.jpg,a man and woman walking down the street,VCD Diffusion Noise,BLIP-2,"This image is a grid of squares, each square is a person, and each person is holding an umbrella",Other/Irrelevant Description
496854,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000496854.jpg,a man and woman walking down the street,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of two people walking down a street. They are carrying handbags, with one person on the left side and the other on the right side of the image. The scene appears to be a coll",Other/Irrelevant Description
50145,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000050145.jpg,a man on a bike with a red box around him,VCD Diffusion Noise,BLIP-2,a man is standing on a street corner with a bicycle,Other/Irrelevant Description
50145,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000050145.jpg,a man on a bike with a red box around him,VCD Diffusion Noise,LLaVA,"The image is a black and white photo of a man standing next to a motorcycle. The man is positioned on the right side of the motorcycle, which is prominently featured in the scene. The photo appears to be a collage",Other/Irrelevant Description
340894,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000340894.jpg,a girl on a computer screen,VCD Diffusion Noise,BLIP-2,A computer screen with a picture of a cat on it,Other/Irrelevant Description
340894,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000340894.jpg,a girl on a computer screen,VCD Diffusion Noise,LLaVA,"The image features a wooden desk with two computer monitors placed on it. The monitors are positioned side by side, with one on the left side and the other on the right side of the desk. 

In addition to",Other/Irrelevant Description
91619,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000091619.jpg,a stop sign on a pole,VCD Diffusion Noise,BLIP-2,A stop sign on a street corner,Other/Irrelevant Description
91619,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000091619.jpg,a stop sign on a pole,VCD Diffusion Noise,LLaVA,"The image features a stop sign prominently displayed on a pole. The stop sign is positioned in the middle of the scene, with a clear view of the sign. The pole supporting the stop sign is located near the center of the image.",Ignored Perturbation
558213,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000558213.jpg,a person on a skateboard,VCD Diffusion Noise,BLIP-2,A man is standing on a skateboard in a field,Other/Irrelevant Description
558213,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000558213.jpg,a person on a skateboard,VCD Diffusion Noise,LLaVA,"The image is a blurry photo of a person standing on a tennis court. The person is wearing a black shirt and appears to be playing tennis. The photo is taken from a distance, and the focus is on the person rather than",Acknowledged Perturbation
338905,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000338905.jpg,people eating at a table,VCD Diffusion Noise,BLIP-2,The image is a photograph of a group of people sitting at a table in a restaurant,Other/Irrelevant Description
338905,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000338905.jpg,people eating at a table,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a dining area. The main focus is on a dining table, which is surrounded by several chairs. The table is set with various items, including a bowl, a spoon",Other/Irrelevant Description
361919,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000361919.jpg,people skiing on a snowy mountain,VCD Diffusion Noise,BLIP-2,A snowboarder is standing on a slope,Other/Irrelevant Description
361919,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000361919.jpg,people skiing on a snowy mountain,VCD Diffusion Noise,LLaVA,"The image features a group of people standing on a snow-covered slope. There are at least five people in the scene, with some of them wearing backpacks. The people are scattered across the slope, with some standing closer to the",Other/Irrelevant Description
292330,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000292330.jpg,a dog sniffing a baseball,VCD Diffusion Noise,BLIP-2,A dog is sniffing a tennis ball,Other/Irrelevant Description
